"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"SAMAUMA ALIMENTOS LTDA";"SAMAUMA RESTAURANTE";"04.832.449/0001-77";"Sociedade Empresária";"05/01/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74170150;"GO";"Goiânia";"Setor Marista";"RUA 139 N° 13 QD.55 LT.13";"(62) 3093-2193";"(62) 3093-2193";"";"";"-";"09.030099.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SAMUEL DA SILVA NOGUEIRA ME";"SKINÃO LANCHES E RESTAURANTE";"11.042.021/0001-96";"Sociedade Empresária";"01/09/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79770000;"MS";"Anaurilândia";"Anaurilândia";"PRAÇA DOM BOSCO 172 CENTRO";"(67) 3445-2185";"(67) 3445-1540";"";"";"";"12.032282.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SANDRO MORGANTI ZANETTE";"Z CAFE";"04.716.892/0001-82";"Sociedade Empresária";"01/09/2004";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90460050;"RS";"Porto Alegre";"Petrópolis";"AV NILOPOLIS, 543 LJ 2 E 3";"(51) 3029-6490";"";"";"";"WWW.ZCAFE.COM.BR";"23.031309.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"SAUNA E BAR TUPIS LTDA.";"SAUNA TUPIS";"18.234.468/0001-06";"Sociedade Empresária";"01/07/1974";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";30170131;"MG";"Belo Horizonte";"Centro";"RUA SAO PAULO, 940, LOJA 02";"(XX) 3224-0871";"";"";"";"";"11.031825.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SCHMITT MODA COURO LTDA";"SAPATO BRASIL";"08.646.318/0001-56";"Sociedade Empresária";"02/02/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";95670000;"RS";"Gramado";"Gramado";"AV DAS HORTENCIAS 5289";"(54) 3286-1813";"(54) 3286-1813";"";"";"";"23.030869.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"SERRA E CAMPO COMÉRCIO DE LATICÍIOS E FRIOS LTDA - ME";"SERRA E CAMPO";"36.440.121/0001-00";"Sociedade Empresária";"03/04/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25730735;"RJ";"Petrópolis";"Itaipava";"ESTRADA UNIÃO INDÚSTRIA, S/Nº  - KM 80";"(24) 2222-6268";"";"";"";"";"19.032113.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SF CPMERCIAL LTDA";"BOTEQUIM AMELIA ROSA";"09.032.486/0001-14";"Sociedade Empresária";"17/08/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";57036000;"AL";"Maceió";"Jatiúca";"AV. DR ANTONIO GOMES DE BARROS 645";"(82) 3328-7416";"(82) 3328-7416";"";"";"";"02.031847.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SHEDIL BAR E RESTAURANTE LTDA.";"CANECO 90";"05.921.487/0001-69";"Sociedade Empresária";"15/10/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24452005;"RJ";"São Gonçalo";"Alcântara";"RUA DR ALFREDO BACKER , 90";"(21) 2601-7090";"";"";"";"";"19.030257.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SILVIA APARECIDA LEMOS ME";"RESTAURANTE PEQUENO BOSQUE";"07.862.389/0001-23";"Sociedade Empresária";"17/02/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88600000;"SC";"São Joaquim";"São Joaquim";"RUA EGIDIO MARTORANO, 313 - TERREO";"(49) 3233-3318";"";"";"";"";"24.030144.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SIMONE DE FREITAS ME";"RESTAURANTE CAFÉ HABANA";"04.829.078/0001-74";"Sociedade Empresária";"18/10/2001";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62800000;"CE";"Aracati";"Aracati";"RUA DRAGÃO DO MAR, 1174";"(88) 3421-7375";"";"";"";"";"06.031647.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"SM DOS SANTOS ME";"PADARIA E CONFEITARIA PÃO DO NORTE";"07.226.818/0002-57";"Sociedade Empresária";"03/02/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA RUI BARBOSA, 831";"(88) 9903-7929";"";"";"";"";"06.032459.15.0002-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SMR RANGEL -ME";"RANCHO LUA GRANDE";"03.322.899/0001-57";"Sociedade Empresária";"01/06/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29260000;"ES";"Domingos Martins";"Domingos Martins";"RODOVIA JOÃO RICARDO SCHORLING. KM 40, PORTAL DE DOMINGOS MA";"(27) 3268-1679";"(27) 3268-1646";"";"";"";"08.032710.15.0001-0";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"SN ALIMENTAÇÃO E CONVENIENCIA LTDA - ME";"TEMPERO MANERO";"11.207.043/0001-69";"Sociedade Empresária";"15/10/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79022000;"MS";"Campo Grande";"Coronel Antonino";"AV. CEL. ANTONINO 618";"(67) 3305-8547";"(67) 3305-8547";"marciafariascg@hotmail.com";"";"www.temperomanero.com.br";"12.032163.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"SOCIEDADE TROIA LTDA";"RESTAURANTE TROIA";"10.254.325/0001-54";"Sociedade Empresária";"15/11/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74170100;"GO";"Goiânia";"Setor Marista";"RUA 137 ESQ. 147 N. 42";"(62) 3088-6515";"(62) 3088-6515";"";"";"WWW.TROIARESTAURANTE.COM.BR";"09.030485.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SONIA M. A. DOS SANTOS DE OLIVEIRA";"RESTAURANTE E PIZZARIA DE GUSTE";"01.383.310/0001-03";"Sociedade Empresária";"30/07/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28035582;"RJ";"Campos dos Goytacazes";"Centro";"AV. ALBERTO TORRES, 144 LOJAS 1 E 2";"(22) 2734-1314";"";"";"";"";"19.031381.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 4330-4/02-ESTANDES (STANDS) PARA FEIRAS E EVENTOS; INSTALAÇÃO DE
 (Secundário)";;"(""Inglês,Italiano,Espanhol"")"
"SUB SANDUICHES BRASILEIROS LTDA";"SUBWAY";"07.708.127/0001-09";"Sociedade Empresária";"08/12/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";81530020;"PR";"Curitiba";"Jardim das Américas";"AV NOSSA SENHORA DE LOURDES, 63";"(41) 3078-9153";"";"";"";"";"18.031128.15.0001-9";"8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"SUNIZETE A. BERTOLUCI";"BILLBAR";"95.098.208/0001-00";"Sociedade Empresária";"14/04/1993";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AV.DAS HORTENSIAS, 3617";"(54) 3286-4802";"(54) 3286-5758";"";"";"";"23.031305.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"SWAY SERRA RESTAURANTE LTDA-ME";"MANSÃO BRASIL";"03.882.850/0001-59";"Sociedade Empresária";"21/05/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";25750225;"RJ";"Petrópolis";"Itaipava";"ESTRADA UNIÃO E INDUSTRIA, 11295";"(24) 2222-6068";"";"";"";"";"19.032353.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"T. A. BEZERRA ME";"POUSADA E RESTAURANTE FLUTUANTE DO MAR";"08.239.543/0002-59";"Sociedade Empresária";"01/11/2005";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";59164000;"RN";"Nísia Floresta";"Nísia Floresta";"AV. DA PRAIA, 1994 - PRAIA DE CAMURUPIM                    ";"(84) 3230-2020";"";"terezandre@hotmail.com";"";"WWW.FLUTUANTEDOMAR.COM.BR";"20.032180.15.0002-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL COM OU SEM SERVIÇO DE RESTAURANTE (Secundário)";50;"("""")"
"TANACHE & GOMES LTDA-ME";"TANACHE & GOMES LTDA-ME";"09.631.562/0001-08";"Sociedade Empresária";"05/06/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";14801290;"SP";"Araraquara";"Centro";"RUA GONÇALVES DIAS, 543, BOX 24";"(16) 3397-8869";"(16) 3397-8869";"";"";"WWW.BOBS.COM.BR";"26.032050.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"TANCREDO JOSE DOS SANTOS MACEDO JUNIOR";"MAPA DE MINAS";"02.200.880/0001-75";"Sociedade Empresária";"21/10/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";39400215;"MG";"Montes Claros";"Centro";"AV DEPUTADO ESTEVES RODRIGUES, 2672";"(38) 3222-9011";"";"";"";"";"11.032739.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"TEDO LANCHES LTDA ME";"TEDO LANCHES";"82.167.990/0001-11";"Sociedade Empresária";"20/09/1990";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89120000;"SC";"Timbó";"Timbó";"FRITZ LORENZ,782";"(47) 3382-3149";"";"";"";"";"24.030744.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TERESINHA KRUGER FEUSER ME";"RESTAURANTE DO KILO";"00.442.567/0001-18";"Sociedade Empresária";"10/01/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76590000;"GO";"São Miguel do Araguaia";"São Miguel do Araguaia";"AV.J P NASCIMENTO S/N LT.07 QD.27";"(62) 3364-2200";"(62) 3364-1730";"";"";"";"09.029597.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TEREZA FERREIRA";"PALHOÇA RESTAURANTE";"14.287.783/0001-40";"Sociedade Empresária";"29/01/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69932000;"AC";"Brasiléia";"Brasiléia";"AV ODILON PRATAGI 498 - CENTRO";"(68) 9206-7319";"";"junio_palhoca@hotmial.com";"";"";"01.031232.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"TEREZINHA DE JESUS ALMEIDA FALCÃO ME";"LANCHONETE MIL SABORES";"35.022.805/0001-10";"Sociedade Empresária";"01/10/1989";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA RUI BARBOSA, 574";"(88) 3414-3833";"";"";"";"";"06.032478.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TEREZINHA DE JESUS SILVEIRA CARMEZIM - ME";"RESTAURANTE DANUBIO AZUL";"79.608.733/0001-63";"Sociedade Empresária";"29/05/1964";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83203010;"PR";"Paranaguá";"Centro Histórico";"RUA XV DE NOVEMBRO, 95";"(41) 3423-3255";"(41) 3423-3255";"";"";"WWW.RESTAURANTEDANUBIOAZUL.COM.BR";"18.031923.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TF CHOPERIA E RESTAURANTE LTDA";"CHOPP TIME";"06.129.461/0001-45";"Sociedade Empresária";"02/09/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";38050000;"MG";"Uberaba";"Santa Maria";"AV SANTA BEATRIZ DA SILVA, 1501 - LOJA 215";"(34) 3314-4300";"";"";"";"WWW.CHOPPTIME.COM.BR";"11.031834.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"THRONICKE & RODRIGUES LTDA-ME";"TEMPERO MANEIRO";"10.383.942/0001-50";"Sociedade Empresária";"30/09/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79810050;"MS";"Dourados";"Jardim São Pedro";"RUA HAYEL BON FAKER, 2657";"(67) 3422-6082";"(67) 3422-6082";"";"";"";"12.031482.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TITA COMERCIO DE ALIMENTOS LTDA";"MARISA RESTAURANTE";"03.750.309/0001-97";"Sociedade Empresária";"11/04/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95720000;"RS";"Garibaldi";"Garibaldi";"RUA DANTE GROSSI 154";"(54) 3462-5588";"";"";"";"";"23.030405.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano"")"
"TOCA DO CABOCLO RESTAURANTE LTDA";"TOCA DO CABOCLO RESTAURANTE ";"22.273.494/0001-10";"Sociedade Empresária";"16/09/1986";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37500401;"MG";"Itajubá";"Loteamento Mário Anselmo";"AV. DOUTOR ANTONIO BRAGA FILHO, 819 - ";"(35) 3622-3306";"";"";"";"";"11.030049.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"TOCA PRODUTOS DE ALIMENTÍCIOS LTDA";"TOCA DA MATA ";"37.166.873/0001-89";"Sociedade Empresária";"20/06/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70277540;"DF";"Brasília";"Asa Sul";"CLS 411 BLOCO D LOJA 14 18 ";"(XX) 3345-1448";"";"";"";"WWW.TOCADAMATA.COM.BR";"07.030551.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Árabe)"
"TORTARELLI COMÉRCIO DE TORTAS LTDA";"TORTARELLI";"04.503.457/0001-70";"Sociedade Empresária";"11/06/2001";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";41900340;"BA";"Salvador";"Amaralina";"RUA JANIO QUADROS, 32";"(71) 3344-2022";"(71) 3344-2022";"";"";"WWW.TORTARELLI.COM.BR";"05.031364.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"TRATORIA PRIMO CAMILLO LTDA";"TRATORIA PRIMO CAMILLO";"05.050.962/0001-79";"Sociedade Empresária";"01/07/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95720000;"RS";"Garibaldi";"Garibaldi";"AV RIO BRANCO, 1080";"(54) 3462-3333";"(54) 3462-3333";"";"";"";"23.031944.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Italiano,Espanhol"")"
"TRISKLE EMPREENDIMENTOS E ALIMENTOS LTDA";"TRISKLE";"07.408.287/0001-32";"Sociedade Empresária";"10/05/2006";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";95500000;"RS";"Santo Antônio da Patrulha";"Santo Antônio da Patrulha";"BR 290KM 19 ";"(XX) 3066-8600";"(XX) 3029-4001";"";"";"WWW.BOULEVARDFREEWAY.COM.BR";"23.029912.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"TRIZOTO E TRIZOTO LTDA";"GALPAO GRILL E PIZZA";"05.501.323/0001-82";"Sociedade Empresária";"10/04/2003";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89802111;"SC";"Chapecó";"Centro";"FERNANDO MACHADO1353D";"(49) 3324-6575";"(49) 3324-6575";"";"";"WWW.GALPAOGRILLEPIZZA.COM.BR";"24.030195.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"TUNA COMERCIO DE ALIMENTOS LTDA";"KONI STORE";"09.665.109/0001-12";"Sociedade Empresária";"07/07/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70752040;"DF";"Brasília";"Asa Norte";"SHCN CL QUADRA 109 BLOCO D LOJAS 63 E 03";"(61) 3274-1540";"";"heliokoni@gmail.com";"";"WWWKONISTORE.COM.BR";"07.031431.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Inglês,Espanhol"")"
"UEMURA & TAKAHASHI LTDA - ME";"CHURRASCARIA IVAI";"10.819.426/0001-25";"Sociedade Empresária";"12/05/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78350000;"MT";"Brasnorte";"Brasnorte";"RUA TIBAJI, 1387, CENTRO";"(66) 3592-1455";"(66) 3592-2257";"";"";"";"13.031395.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"UMUARAMA COMERCIO DE ALIMENTOS LTDA.";"DADO GARDEN GRILL";"04.295.418/0001-24";"Sociedade Empresária";"20/02/2001";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90110001;"RS";"Porto Alegre";"Praia de Belas";"AV. PRAIA DE BELAS, 1181 PISO TERREO LJ 301A";"(51) 3378-3041";"(51) 3378-3024";"";"";"WWW.DADOBIER.COM.BR";"23.031327.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"UNIÃO DE VINHOS DO RIO GRANDE LTDA";"UNIÃO DE VINHOS";"89.962.310/0001-09";"Sociedade Empresária";"03/11/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95270000;"RS";"Flores da Cunha";"Flores da Cunha";"R. DON FINOTTE, 320";"(54) 3292-2588";"(54) 3292-2588";"";"";"WWW.VINHOSMONARCA.COM.BR";"23.030891.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Italiano)"
"VALDECIR MAYER. - ME";"SKINA BAR";"03.936.862/0001-19";"Sociedade Empresária";"17/07/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85884000;"PR";"Medianeira";"Medianeira";"AV. BRASILIA, 1360";"(45) 3240-1111";"";"";"";"";"18.029889.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"VANDERLEI LUIZ TURATTI";"RESTAURANTE ESTRELA AZUL";"07.326.751/0001-41";"Sociedade Empresária";"15/04/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57925000;"AL";"Barra de Santo Antônio";"Barra de Santo Antônio";"LOTEAMENTO PARAÍSO, S/N LOT 54/56 Q 01";"(82) 3291-1599";"(82) 3291-1599";"";"";"WWW.PISCINASNATURAIS.COM.BR";"02.029690.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"VARANDA BAR E PIZZARIA LTDA - ME";"VARANDA BAR";"10.841.449/0001-36";"Sociedade Empresária";"21/05/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";73760000;"GO";"São João D'Aliança";"São João D'Aliança";"AV TEOTONIO F GRACAS 1055 QD P LT 06 ST CENTRAL";"(62) 9633-5454";"";"edacon@gmail.com";"";"";"09.031175.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"("""")"
"VECCHIO SOGNO LTDA EPP";"BUFFET IVO FARIA";"00.508.669/0001-99";"Sociedade Empresária";"12/06/1995";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";30190090;"MG";"Belo Horizonte";"Santo Agostinho";"RUA MARTIM DE CARVALHO 75";"(31) 3292-5184";"(31) 3292-5184";"financeiro@vsfestas.com.br";"";"WWW.VECCHIOSOGNO.COM.BR";"11.031826.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";180;"(""Francês,Inglês,Espanhol"")"
"VENDA DO CHICO LTDA";"LEITE COM CAFE";"06.287.212/0001-88";"Sociedade Empresária";"01/06/2004";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";37410000;"MG";"Três Corações";"Três Corações";"ROD. FERNÃO DIAS, KM 732 ZONA RURAL ";"(35) 3234-0200";"";"vendadochico@vendadochico.com.br";"";"WWW.VENDADOCHICO.COM.BR";"11.030475.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(Inglês)"
"VENDING COMÉRCIO DE PRODUTOS ALIMENTARES LTDA";"BARRACUDA RESTAURANTE E BAR";"01.473.380/0001-44";"Sociedade Empresária";"01/09/1996";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88062400;"SC";"Florianópolis";"Lagoa da Conceição";"RUA MANDALA, 30 ESQUINA COM AV.DAS RENDEIRAS 1562";"(48) 3232-5301";"(48) 3232-5301";"";"";"WWW.BARRACUDAGRILL.COM.BR";"24.030515.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"VERMELHO GRILL RESTAURANTE LTDA EPP";"VERMELHO GRILL";"03.459.044/0001-72";"Sociedade Empresária";"20/11/1999";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79040010;"MS";"Campo Grande";"Chácara Cachoeira";"AVENIDA AFONSO PENA, 6078";"(67) 3326-7813";"";"cida@vermelhogrill.com.br";"";"www.vermelhogrill.com.br";"12.030190.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";170;"(""Inglês,Espanhol"")"
"VIN CAFFE ESPAÇO BAR LTDA";"VIN CAFFE";"09.297.638/0001-00";"Sociedade Empresária";"03/01/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95720000;"RS";"Garibaldi";"Garibaldi";"RODOVIA RST 470 KM 221,6 SALA 4";"(54) 3463-8430";"(54) 3463-8430";"";"";"";"23.031214.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"VINHOS MONTE REALE LTDA";"MONTE REALE";"87.843.033/0001-81";"Sociedade Empresária";"16/04/1974";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95270000;"RS";"Flores da Cunha";"Flores da Cunha";"AV 25 DE JULHO, 5005";"(54) 3292-1011";"(54) 3292-1011";"";"";"WWW.MONTEREALE.COM.BR";"23.030787.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 4330-4/02-ESTANDES (STANDS) PARA FEIRAS E EVENTOS; INSTALAÇÃO DE
 (Secundário)";;"(Italiano)"
"VINICOLA PIZZATO LTDA";"PIZZATO VINHAS E VINHOS";"94.080.066/0001-82";"Sociedade Empresária";"20/06/1991";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"LINHA LEOPOLDINA S/N";"(54) 3459-1155";"(54) 3459-1155";"varejo@pizzato.net";"";"WWW.PIZZATO.NET";"23.030559.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"VISTA EMPREENDIMENTOS E ALIMENTAÇÃO LTDA";"VISTA EMPREENDIMENTOS";"09.207.573/0001-65";"Sociedade Empresária";"15/12/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";64049240;"PI";"Teresina";"Jóquei";"AV. JOQUEI CLUB Nº 1290";"(86) 3233-9696";"(86) 3233-9696";"";"";"WWW.SUBWAY.COM";"17.030262.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"W.P.DE OLIVEIRA";"SORVETERIA JESUS DE NAZARÉ";"05.980.404/0001-02";"Sociedade Empresária";"05/11/1973";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68908126;"AP";"Macapá";"Jesus de Nazaré";"RUA LEOPOLDO MACHADO, Nº737";"(96) 3241-5791";"";"";"";"";"04.032745.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"WANDERSON ADRIANO MEDEIROS ANACLETO ME";"PICUÍ GOURMET";"09.277.790/0001-21";"Sociedade Empresária";"01/02/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57022050;"AL";"Maceió";"Jaraguá";"AV. DA PAZ,1140";"(82) 3223-8080";"(82) 3223-8080";"wandersonpicui@hotmail.com";"";"WWW.picui.com.br";"02.030641.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";340;"(Inglês)"
"YOKA FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO";"YOKA ALIMENTOS";"09.633.882/0001-05";"Sociedade Empresária";"01/04/2008";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63020080;"CE";"Juazeiro do Norte";"São Miguel";"RUA SÃO BENEDITO, 422";"(88) 3511-5627";"(88) 3511-5627";"";"";"";"06.032309.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"YOKORO & KAMITANI LTDA-ME";"CASARÃO ORIENTAL";"07.648.867/0001-05";"Sociedade Empresária";"12/09/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79950000;"MS";"Naviraí";"Naviraí";"AV. AMÉLIA FUKUDA, 328";"(67) 3461-1087";"(67) 3461-1087";"compras@casaraooriental.com.br";"";"";"12.031797.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";150;"(""Inglês,Japonês"")"
